1	 0.291792
2	 0.262993
3	 0.234125
4	 0.206226
5	 0.180244
6	 0.156854
7	 0.136382
8	 0.118838
9	 0.10401
10	 0.0915729
11	 0.0811687
12	 0.0724559
13	 0.0651337
14	 0.0589488
15	 0.0536927
16	 0.0491971
17	 0.0453262
18	 0.0419715
19	 0.0390454
20	 0.0364777
21	 0.0342113
22	 0.0321999
23	 0.0304056
24	 0.0287972
25	 0.0273489
26	 0.0260392
27	 0.0248502
28	 0.0237667
29	 0.0227758
30	 0.0218667
31	 0.02103
32	 0.0202578
33	 0.0195432
34	 0.01888
35	 0.0182632
36	 0.0176882
37	 0.017151
38	 0.016648
39	 0.0161762
40	 0.0157329
41	 0.0153155
42	 0.014922
43	 0.0145503
44	 0.0141987
45	 0.0138657
46	 0.0135499
47	 0.0132499
48	 0.0129646
49	 0.012693
50	 0.0124341
51	 0.012187
52	 0.0119511
53	 0.0117254
54	 0.0115095
55	 0.0113026
56	 0.0111042
57	 0.0109138
58	 0.010731
59	 0.0105552
60	 0.0103861
61	 0.0102233
62	 0.0100665
63	 0.00991529
64	 0.00976944
65	 0.00962863
66	 0.00949263
67	 0.00936117
68	 0.00923404
69	 0.00911103
70	 0.00899193
71	 0.00887656
72	 0.00876474
73	 0.00865632
74	 0.00855113
75	 0.00844903
76	 0.00834988
77	 0.00825356
78	 0.00815995
79	 0.00806893
80	 0.00798039
81	 0.00789423
82	 0.00781036
83	 0.00772868
84	 0.0076491
85	 0.00757155
86	 0.00749594
87	 0.0074222
88	 0.00735027
89	 0.00728007
90	 0.00721154
91	 0.00714462
92	 0.00707925
93	 0.00701538
94	 0.00695295
95	 0.00689193
96	 0.00683225
97	 0.00677387
98	 0.00671675
99	 0.00666084
100	 0.00660612
101	 0.00655253
102	 0.00650005
103	 0.00644864
104	 0.00639826
105	 0.00634888
106	 0.00630048
107	 0.00625301
108	 0.00620647
109	 0.0061608
110	 0.00611601
111	 0.00607204
112	 0.00602889
113	 0.00598653
114	 0.00594493
115	 0.00590408
116	 0.00586395
117	 0.00582453
118	 0.00578579
119	 0.00574772
120	 0.0057103
121	 0.00567351
122	 0.00563734
123	 0.00560176
124	 0.00556677
125	 0.00553235
126	 0.00549848
127	 0.00546515
128	 0.00543235
129	 0.00540006
130	 0.00536828
131	 0.00533698
132	 0.00530617
133	 0.00527581
134	 0.00524592
135	 0.00521646
136	 0.00518745
137	 0.00515885
138	 0.00513067
139	 0.0051029
140	 0.00507552
141	 0.00504853
142	 0.00502191
143	 0.00499567
144	 0.00496979
145	 0.00494426
146	 0.00491908
147	 0.00489424
148	 0.00486973
149	 0.00484554
150	 0.00482167
151	 0.00479812
152	 0.00477487
153	 0.00475192
154	 0.00472926
155	 0.00470688
156	 0.00468479
157	 0.00466298
158	 0.00464143
159	 0.00462015
160	 0.00459913
161	 0.00457836
162	 0.00455785
163	 0.00453758
164	 0.00451754
165	 0.00449775
166	 0.00447818
167	 0.00445885
168	 0.00443973
169	 0.00442084
170	 0.00440216
171	 0.00438369
172	 0.00436543
173	 0.00434737
174	 0.00432951
175	 0.00431185
176	 0.00429438
177	 0.0042771
178	 0.00426
179	 0.00424309
180	 0.00422636
181	 0.00420981
182	 0.00419343
183	 0.00417722
184	 0.00416118
185	 0.0041453
186	 0.00412959
187	 0.00411403
188	 0.00409864
189	 0.0040834
190	 0.00406831
191	 0.00405337
192	 0.00403858
193	 0.00402393
194	 0.00400943
195	 0.00399506
196	 0.00398084
197	 0.00396675
198	 0.0039528
199	 0.00393898
200	 0.00392528
201	 0.00391172
202	 0.00389828
203	 0.00388497
204	 0.00387178
205	 0.00385871
206	 0.00384576
207	 0.00383292
208	 0.0038202
209	 0.0038076
210	 0.00379511
211	 0.00378272
212	 0.00377045
213	 0.00375828
214	 0.00374622
215	 0.00373427
216	 0.00372242
217	 0.00371066
218	 0.00369901
219	 0.00368746
220	 0.003676
221	 0.00366465
222	 0.00365338
223	 0.00364221
224	 0.00363113
225	 0.00362014
226	 0.00360924
227	 0.00359843
228	 0.00358771
229	 0.00357708
230	 0.00356653
231	 0.00355606
232	 0.00354567
233	 0.00353537
234	 0.00352515
235	 0.00351501
236	 0.00350495
237	 0.00349496
238	 0.00348505
239	 0.00347522
240	 0.00346546
241	 0.00345578
242	 0.00344617
243	 0.00343663
244	 0.00342717
245	 0.00341777
246	 0.00340844
247	 0.00339918
248	 0.00338999
249	 0.00338087
250	 0.00337181
251	 0.00336282
252	 0.0033539
253	 0.00334503
254	 0.00333623
255	 0.0033275
256	 0.00331882
257	 0.00331021
258	 0.00330165
259	 0.00329316
260	 0.00328472
261	 0.00327635
262	 0.00326803
263	 0.00325977
264	 0.00325156
265	 0.00324341
266	 0.00323532
267	 0.00322728
268	 0.00321929
269	 0.00321136
270	 0.00320348
271	 0.00319565
272	 0.00318787
273	 0.00318015
274	 0.00317247
275	 0.00316484
276	 0.00315727
277	 0.00314974
278	 0.00314226
279	 0.00313483
280	 0.00312745
281	 0.00312011
282	 0.00311282
283	 0.00310558
284	 0.00309838
285	 0.00309123
286	 0.00308412
287	 0.00307705
288	 0.00307003
289	 0.00306305
290	 0.00305612
291	 0.00304922
292	 0.00304237
293	 0.00303556
294	 0.00302879
295	 0.00302207
296	 0.00301538
297	 0.00300873
298	 0.00300212
299	 0.00299555
300	 0.00298902
301	 0.00298253
302	 0.00297607
303	 0.00296966
304	 0.00296328
305	 0.00295693
306	 0.00295063
307	 0.00294436
308	 0.00293812
309	 0.00293192
310	 0.00292576
311	 0.00291963
312	 0.00291353
313	 0.00290747
314	 0.00290145
315	 0.00289545
316	 0.00288949
317	 0.00288357
318	 0.00287767
319	 0.00287181
320	 0.00286598
321	 0.00286018
322	 0.00285442
323	 0.00284868
324	 0.00284298
325	 0.0028373
326	 0.00283166
327	 0.00282605
328	 0.00282046
329	 0.00281491
330	 0.00280939
331	 0.00280389
332	 0.00279842
333	 0.00279299
334	 0.00278758
335	 0.00278219
336	 0.00277684
337	 0.00277151
338	 0.00276622
339	 0.00276094
340	 0.0027557
341	 0.00275048
342	 0.00274529
343	 0.00274012
344	 0.00273498
345	 0.00272987
346	 0.00272478
347	 0.00271972
348	 0.00271468
349	 0.00270967
350	 0.00270468
351	 0.00269972
352	 0.00269478
353	 0.00268986
354	 0.00268497
355	 0.00268011
356	 0.00267526
357	 0.00267044
358	 0.00266565
359	 0.00266087
360	 0.00265612
361	 0.00265139
362	 0.00264669
363	 0.002642
364	 0.00263734
365	 0.0026327
366	 0.00262808
367	 0.00262349
368	 0.00261891
369	 0.00261436
370	 0.00260983
371	 0.00260531
372	 0.00260082
373	 0.00259635
374	 0.0025919
375	 0.00258747
376	 0.00258307
377	 0.00257868
378	 0.00257431
379	 0.00256996
380	 0.00256563
381	 0.00256132
382	 0.00255703
383	 0.00255275
384	 0.0025485
385	 0.00254427
386	 0.00254005
387	 0.00253585
388	 0.00253167
389	 0.00252751
390	 0.00252337
391	 0.00251925
392	 0.00251514
393	 0.00251105
394	 0.00250698
395	 0.00250293
396	 0.00249889
397	 0.00249487
398	 0.00249087
399	 0.00248689
400	 0.00248292
401	 0.00247897
402	 0.00247504
403	 0.00247112
404	 0.00246722
405	 0.00246333
406	 0.00245947
407	 0.00245561
408	 0.00245178
409	 0.00244796
410	 0.00244415
411	 0.00244036
412	 0.00243659
413	 0.00243283
414	 0.00242909
415	 0.00242536
416	 0.00242165
417	 0.00241795
418	 0.00241427
419	 0.0024106
420	 0.00240695
421	 0.00240331
422	 0.00239969
423	 0.00239608
424	 0.00239248
425	 0.0023889
426	 0.00238534
427	 0.00238178
428	 0.00237825
429	 0.00237472
430	 0.00237121
431	 0.00236771
432	 0.00236423
433	 0.00236076
434	 0.00235731
435	 0.00235386
436	 0.00235043
437	 0.00234702
438	 0.00234361
439	 0.00234022
440	 0.00233685
441	 0.00233348
442	 0.00233013
443	 0.00232679
444	 0.00232346
445	 0.00232015
446	 0.00231685
447	 0.00231356
448	 0.00231028
449	 0.00230702
450	 0.00230377
451	 0.00230052
452	 0.0022973
453	 0.00229408
454	 0.00229088
455	 0.00228768
456	 0.0022845
457	 0.00228133
458	 0.00227817
459	 0.00227503
460	 0.00227189
461	 0.00226877
462	 0.00226566
463	 0.00226256
464	 0.00225947
465	 0.00225639
466	 0.00225332
467	 0.00225026
468	 0.00224722
469	 0.00224418
470	 0.00224116
471	 0.00223814
472	 0.00223514
473	 0.00223215
474	 0.00222917
475	 0.00222619
476	 0.00222323
477	 0.00222028
478	 0.00221734
479	 0.00221441
480	 0.00221149
481	 0.00220858
482	 0.00220568
483	 0.00220279
484	 0.00219991
485	 0.00219704
486	 0.00219418
487	 0.00219133
488	 0.00218849
489	 0.00218566
490	 0.00218284
491	 0.00218002
492	 0.00217722
493	 0.00217443
494	 0.00217164
495	 0.00216887
496	 0.0021661
497	 0.00216335
498	 0.0021606
499	 0.00215786
500	 0.00215513
501	 0.00215241
502	 0.0021497
503	 0.002147
504	 0.00214431
505	 0.00214162
506	 0.00213895
507	 0.00213628
508	 0.00213362
509	 0.00213097
510	 0.00212833
511	 0.0021257
512	 0.00212308
513	 0.00212046
514	 0.00211786
515	 0.00211526
516	 0.00211267
517	 0.00211008
518	 0.00210751
519	 0.00210495
520	 0.00210239
521	 0.00209984
522	 0.0020973
523	 0.00209476
524	 0.00209224
525	 0.00208972
526	 0.00208721
527	 0.00208471
528	 0.00208222
529	 0.00207973
530	 0.00207725
531	 0.00207478
532	 0.00207232
533	 0.00206986
534	 0.00206742
535	 0.00206498
536	 0.00206254
537	 0.00206012
538	 0.0020577
539	 0.00205529
540	 0.00205289
541	 0.00205049
542	 0.0020481
543	 0.00204572
544	 0.00204335
545	 0.00204098
546	 0.00203862
547	 0.00203627
548	 0.00203392
549	 0.00203158
550	 0.00202925
551	 0.00202692
552	 0.00202461
553	 0.0020223
554	 0.00201999
555	 0.00201769
556	 0.0020154
557	 0.00201312
558	 0.00201084
559	 0.00200857
560	 0.00200631
561	 0.00200405
562	 0.0020018
563	 0.00199956
564	 0.00199732
565	 0.00199509
566	 0.00199286
567	 0.00199064
568	 0.00198843
569	 0.00198623
570	 0.00198403
571	 0.00198183
572	 0.00197965
573	 0.00197747
574	 0.00197529
575	 0.00197313
576	 0.00197096
577	 0.00196881
578	 0.00196666
579	 0.00196451
580	 0.00196238
581	 0.00196025
582	 0.00195812
583	 0.001956
584	 0.00195389
585	 0.00195178
586	 0.00194968
587	 0.00194758
588	 0.00194549
589	 0.00194341
590	 0.00194133
591	 0.00193926
592	 0.00193719
593	 0.00193513
594	 0.00193307
595	 0.00193102
596	 0.00192898
597	 0.00192694
598	 0.0019249
599	 0.00192288
600	 0.00192085
601	 0.00191884
602	 0.00191683
603	 0.00191482
604	 0.00191282
605	 0.00191082
606	 0.00190883
607	 0.00190685
608	 0.00190487
609	 0.0019029
610	 0.00190093
611	 0.00189896
612	 0.00189701
613	 0.00189505
614	 0.0018931
615	 0.00189116
616	 0.00188922
617	 0.00188729
618	 0.00188536
619	 0.00188344
620	 0.00188153
621	 0.00187961
622	 0.00187771
623	 0.0018758
624	 0.00187391
625	 0.00187201
626	 0.00187013
627	 0.00186824
628	 0.00186637
629	 0.00186449
630	 0.00186263
631	 0.00186076
632	 0.0018589
633	 0.00185705
634	 0.0018552
635	 0.00185336
636	 0.00185152
637	 0.00184968
638	 0.00184785
639	 0.00184603
640	 0.00184421
641	 0.00184239
642	 0.00184058
643	 0.00183877
644	 0.00183697
645	 0.00183517
646	 0.00183338
647	 0.00183159
648	 0.0018298
649	 0.00182802
650	 0.00182625
651	 0.00182448
652	 0.00182271
653	 0.00182095
654	 0.00181919
655	 0.00181743
656	 0.00181568
657	 0.00181394
658	 0.0018122
659	 0.00181046
660	 0.00180873
661	 0.001807
662	 0.00180528
663	 0.00180356
664	 0.00180184
665	 0.00180013
666	 0.00179842
667	 0.00179672
668	 0.00179502
669	 0.00179333
670	 0.00179164
671	 0.00178995
672	 0.00178827
673	 0.00178659
674	 0.00178491
675	 0.00178324
676	 0.00178158
